ID,Text,Comment
Cordial.Building.FertilizerDump.TreeCount,"已生效树木/可生效范围",: 是代码的一部分
Cordial.Building.FertilizerDump.FertilizeYield,"对树木的产出物使用肥料", 
Cordial.TreeFragment.Title,"此树木受到肥料影响",-
Cordial.TreeFragment.GrowthDaily,"每日生长速度增加",-
Cordial.TreeFragment.GrowthAverage,"平均生长时间减少",-
Cordial.TreeFragment.YieldAverage,"平均产出时间减少",-
Cordial.Unit.Days,"天",时间单位“天”的复数形式
Cordial.Unit.PerHour,"/小时",-

#3322428023_Flywheels_2.0.3.2
Battery.Flywheels.SmallFlywheel.DisplayName,"小型飞轮",-
Battery.Flywheels.SmallFlywheel.Description,"用旋转的飞轮存储电能，容量较小。储存的电能越多，转速越快。",-
Battery.Flywheels.SmallFlywheel.FlavorDescription,"工业之父咔祖柯的代表作。",-
Battery.Flywheels.SmallHorizontalFramedFlywheel.DisplayName,"小型水平飞轮",-
Battery.Flywheels.SmallHorizontalFramedFlywheel.Description,"用旋转的飞轮存储电能，容量较小，并用框架加固。储存的电能越多，转速越快。",-
Battery.Flywheels.SmallHorizontalFramedFlywheel.FlavorDescription,"“天才的发明！”——大科学家赫科卓格",-
Battery.Flywheels.SmallVerticalFramedFlywheel.DisplayName,"小型垂直飞轮",-
Battery.Flywheels.SmallVerticalFramedFlywheel.Description,"用旋转的飞轮存储电能，容量较小，并用框架加固。储存的电能越多，转速越快。",-
Battery.Flywheels.SmallVerticalFramedFlywheel.FlavorDescription,"“天才的发明！”——大科学家赫科卓格",-
Battery.Flywheels.MediumFlywheel.DisplayName,"中型飞轮",-
Battery.Flywheels.MediumFlywheel.Description,"用旋转的飞轮存储电能，容量中等。储存的电能越多，转速越快。",-
Battery.Flywheels.MediumFlywheel.FlavorDescription,"“加上框架会不会更稳定？”——工业之父咔祖柯",-
Battery.Flywheels.MediumHorizontalFramedFlywheel.DisplayName,"中型水平飞轮",-
Battery.Flywheels.MediumHorizontalFramedFlywheel.Description,"用旋转的飞轮存储电能，容量中等，并用框架加固。储存的电能越多，转速越快。",-
Battery.Flywheels.MediumHorizontalFramedFlywheel.FlavorDescription,"“颠覆传统。”——大设计师彼尔德",-
Battery.Flywheels.MediumVerticalFramedFlywheel.DisplayName,"中型垂直飞轮",-
Battery.Flywheels.MediumVerticalFramedFlywheel.Description,"用旋转的飞轮存储电能，容量中等，并用框架加固。储存的电能越多，转速越快。",-
Battery.Flywheels.MediumVerticalFramedFlywheel.FlavorDescription,"“颠覆传统。”——大设计师彼尔德",-
Battery.Flywheels.LargeFlywheel.DisplayName,"大型飞轮",-
Battery.Flywheels.LargeFlywheel.Description,"用旋转的飞轮存储电能，容量巨大，两端需要支撑。储存的电能越多，转速越快。",-
Battery.Flywheels.LargeFlywheel.FlavorDescription,"“把齿轮放进飞轮里……”——工业之父咔祖柯",-
Battery.Flywheels.LargeHorizontalFramedFlywheel.DisplayName,"大型水平飞轮",-
Battery.Flywheels.LargeHorizontalFramedFlywheel.Description,"用旋转的飞轮存储电能，容量巨大，并用框架加固。储存的电能越多，转速越快。",-
Battery.Flywheels.LargeHorizontalFramedFlywheel.FlavorDescription,"“飞轮科技的巅峰之作。”——大工程师格罗科",-
Battery.Flywheels.LargeVerticalFramedFlywheel.DisplayName,"大型垂直飞轮",-
Battery.Flywheels.LargeVerticalFramedFlywheel.Description,"用旋转的飞轮存储电能，容量巨大，并用框架加固。储存的电能越多，转速越快。",-
Battery.Flywheels.LargeVerticalFramedFlywheel.FlavorDescription,"“飞轮科技的巅峰之作。”——大工程师格罗科",-
Battery.Flywheels.MediumHorizontalJunction.DisplayName,"中型转换器",-
Battery.Flywheels.MediumHorizontalJunction.Description,"将能量从垂直方向转换到水平方向，中心轴和侧面能传输能量。",-
Battery.Flywheels.MediumHorizontalJunction.FlavorDescription,"突破天际！",-
Battery.Flywheels.LargeHorizontalJunction.DisplayName,"大型转换器",-
Battery.Flywheels.LargeHorizontalJunction.Description,"将能量从垂直方向转换到水平方向，中心轴和侧面能传输能量。",-
Battery.Flywheels.LargeHorizontalJunction.FlavorDescription,"突破天际！",-
Battery.Flywheels.ToolGroups.Flywheels.DisplayName,"飞轮",-
Battery.Flywheels.ToolGroups.Junctions.DisplayName,"连接组件",-
Battery.Flywheels.UI.PowerDecayLabel,"损耗",-
Battery.Flywheels.UI.CapacityLabel,"容量",-
Battery.Flywheels.UI.MoreInfoText.SelfStackable,"仅地面或同类建筑",-
Battery.Flywheels.UI.MoreInfoText.SelfStackableText,"必须建造在地面或同类建筑上。",-

#3324234282_Automation_1.2.3
IgorZ.Automation.DebugPickTool.Title,"调试工具",-
IgorZ.Automation.DebugPickTool.Description,"在日志中输出选定对象上的组件。",-
IgorZ.Automation.DebugPickTool.DescriptionHint1,"按住Shift以输出可访问性。",-
IgorZ.Automation.DebugPickTool.DescriptionHint2,"按住Ctrl以输出导航网格边缘。",-
IgorZ.Automation.DebugFinishNowTool.Title,"完成建筑",-
IgorZ.Automation.DebugFinishNowTool.Description,"立即完成选定的待建造建筑。",-
IgorZ.Automation.ToolGroup.Main.DisplayName,"自动化工具",-
IgorZ.Automation.ToolGroup.Terrain.DisplayName,"炸弹自动化",-
IgorZ.Automation.ToolGroup.Water.DisplayName,"建筑和水闸自动化",-
IgorZ.Automation.ToolGroup.Power.DisplayName,"启停自动化",-
IgorZ.Automation.ToolGroup.Storage.DisplayName,"库存自动化",-
IgorZ.Automation.ToolGroup.Population.DisplayName,"人口自动化",-
IgorZ.Automation.Tool.tmpl.2LevelsDynamite.DisplayName,"二次引爆",-
IgorZ.Automation.Tool.tmpl.3LevelsDynamite.DisplayName,"三次引爆",-
IgorZ.Automation.Tool.tmpl.4LevelsDynamite.DisplayName,"四次引爆",-
IgorZ.Automation.Tool.tmpl.5LevelsDynamite.DisplayName,"五次引爆",-
IgorZ.Automation.Tool.tmpl.6LevelsDynamite.DisplayName,"六次引爆",-
IgorZ.Automation.Tool.tmpl.XLevelsDynamite.Description,"该规则适用于炸弹，建造完成后会自动引爆，随后放置新的炸弹并再次引爆，直至达到预定次数。",-
IgorZ.Automation.Tool.tmpl.EmptyAt50pct.DisplayName,"产物库存高于50%时清理",-
IgorZ.Automation.Tool.tmpl.EmptyAt60pct.DisplayName,"产物库存高于60%时清理",-
IgorZ.Automation.Tool.tmpl.EmptyAt70pct.DisplayName,"产物库存高于70%时清理",-
IgorZ.Automation.Tool.tmpl.EmptyAt80pct.DisplayName,"产物库存高于80%时清理",-
IgorZ.Automation.Tool.tmpl.EmptyAt90pct.DisplayName,"产物库存高于90%时清理",-
IgorZ.Automation.Tool.tmpl.EmptyAtXpct.Description,"该规则适用于不需要原料的生产建筑，如果产物库存高于预定阈值，则进入清理状态，直至产物库存降低至预定阈值。",-
IgorZ.Automation.EmptyOutputStore.CustomStatus,"建筑正被清理，搬运工会优先此建筑。",-
IgorZ.Automation.Tool.tmpl.DroughtPause.DisplayName,"干旱期时关闭",-
IgorZ.Automation.Tool.tmpl.DroughtPause.Description,"该规则适用于建筑，会在干旱期开始时关闭或停止建造，在干旱期结束时启用或开始建造。",-
IgorZ.Automation.Tool.tmpl.BadtidePause.DisplayName,"恶水潮时关闭",-
IgorZ.Automation.Tool.tmpl.BadtidePause.Description,"该规则适用于建筑，会在恶水潮开始时关闭或停止建造，在恶水潮结束时启用或开始建造。",-
IgorZ.Automation.Tool.tmpl.TemperatePause.DisplayName,"非干旱期时关闭",-
IgorZ.Automation.Tool.tmpl.TemperatePause.Description,"该规则适用于建筑，会在干旱期结束时关闭或停止建造，在干旱期开始时启用或开始建造。",-
IgorZ.Automation.Tool.tmpl.DroughtCloseFloodgate.DisplayName,"干旱期时关闸",-
IgorZ.Automation.Tool.tmpl.DroughtCloseFloodgate.Description,"该规则适用于水闸，会在干旱期开始时完全关闭。需要与其他水闸自动化规则配合使用。",-
IgorZ.Automation.Tool.tmpl.DroughtOpenFloodgate.DisplayName,"干旱期时开闸",-
IgorZ.Automation.Tool.tmpl.DroughtOpenFloodgate.Description,"该规则适用于水闸，会在干旱期开始时完全打开。需要与其他水闸自动化规则配合使用。",-
IgorZ.Automation.Tool.tmpl.DroughtOpenWaterRegulator.DisplayName,"干旱期时打开恶水盖",-
IgorZ.Automation.Tool.tmpl.DroughtOpenWaterRegulator.Description,"该规则适用于神尾的恶水圆顶和铁牙的恶水排放，会在干旱期开始时打开，在干旱期结束时关闭。",-
IgorZ.Automation.Tool.tmpl.BadtideCloseFloodgate.DisplayName,"恶水潮时关闸",-
IgorZ.Automation.Tool.tmpl.BadtideCloseFloodgate.Description,"该规则适用于水闸，会在恶水潮开始时完全关闭。需要与其他水闸自动化规则配合使用。",-
IgorZ.Automation.Tool.tmpl.BadtideOpenFloodgate.DisplayName,"恶水潮时开闸",-
IgorZ.Automation.Tool.tmpl.BadtideOpenFloodgate.Description,"该规则适用于水闸，会在恶水潮开始时完全打开。需要与其他水闸自动化规则配合使用。",-
IgorZ.Automation.Tool.tmpl.TemperateCloseFloodgate.DisplayName,"温和期时关闸",-
IgorZ.Automation.Tool.tmpl.TemperateCloseFloodgate.Description,"该规则适用于水闸，会在温和期开始时完全关闭。需要与其他水闸自动化规则配合使用。",-
IgorZ.Automation.Tool.tmpl.TemperateOpenFloodgate.DisplayName,"温和期时开闸",-
IgorZ.Automation.Tool.tmpl.TemperateOpenFloodgate.Description,"该规则适用于水闸，会在温和期开始时完全打开。需要与其他水闸自动化规则配合使用。",-
IgorZ.Automation.Tool.tmpl.TemperateSemiOpenFloodgate.DisplayName,"温和期时部分开闸"
IgorZ.Automation.Tool.tmpl.TemperateSemiOpenFloodgate.Description,"该规则适用于水闸，会在温和期开始时部分打开，可通过高度为0.5米。需要与其他水闸自动化规则配合使用。"
IgorZ.Automation.Tool.tmpl.BotsAtPlus10.DisplayName,"机关人数量增加10",-
IgorZ.Automation.Tool.tmpl.BotsAtPlus10.Description,"该规则适用于机关人组装厂，会自动启停来保持机关人数量高于当前数量10只。",-
IgorZ.Automation.Tool.tmpl.BotsAtPlus20.DisplayName,"机关人数量增加20",-
IgorZ.Automation.Tool.tmpl.BotsAtPlus20.Description,"该规则适用于机关人组装厂，会自动启停来保持机关人数量高于当前数量20只。",-
IgorZ.Automation.Tool.tmpl.BotsAtMinus10.DisplayName,"机关人数量减少10",-
IgorZ.Automation.Tool.tmpl.BotsAtMinus10.Description,"该规则适用于机关人组装厂，会自动启停来保持机关人数量低于当前数量20只。",-
IgorZ.Automation.Tool.tmpl.BotsAtMinus20.DisplayName,"机关人数量减少20",-
IgorZ.Automation.Tool.tmpl.BotsAtMinus20.Description,"该规则适用于机关人组装厂，会自动启停来保持机关人数量低于当前数量20只。",-
IgorZ.Automation.Tool.tmpl.BeaversAtMax.DisplayName,"海狸数量增加至上限",-
IgorZ.Automation.Tool.tmpl.BeaversAtMax.Description,"该规则适用于繁殖舱和先进繁殖舱，会自动启停来保持海狸数量达到当前床位上限。应用该规则后，新增加的床位不会被计算在内。",-
IgorZ.Automation.Tool.tmpl.BeaversAtPlus10.DisplayName,"海狸数量增加10",-
IgorZ.Automation.Tool.tmpl.BeaversAtPlus10.Description,"该规则适用于繁殖舱和先进繁殖舱，会自动启停来保持海狸数量高于当前数量10只。",-
IgorZ.Automation.Tool.tmpl.BeaversAtPlus20.DisplayName,"海狸数量增加20",-
IgorZ.Automation.Tool.tmpl.BeaversAtPlus20.Description,"该规则适用于繁殖舱和先进繁殖舱，会自动启停来保持海狸数量高于当前数量20只。",-
IgorZ.Automation.Tool.tmpl.BeaversAtMinus10.DisplayName,"海狸数量减少10",-
IgorZ.Automation.Tool.tmpl.BeaversAtMinus10.Description,"该规则适用于繁殖舱和先进繁殖舱，会自动启停来保持海狸数量低于当前数量10只。",-
IgorZ.Automation.Tool.tmpl.BeaversAtMinus20.DisplayName,"海狸数量减少20",-
IgorZ.Automation.Tool.tmpl.BeaversAtMinus20.Description,"该规则适用于繁殖舱和先进繁殖舱，会自动启停来保持海狸数量低于当前数量20只。",-
IgorZ.Automation.Tool.tmpl.ChainedBuildeings.DisplayName,"防堵塞"
IgorZ.Automation.Tool.tmpl.ChainedBuildeings.Description,"该规则适用于待建造建筑，会根据是否堵塞其他建筑自动暂停建造或恢复建造。（可能存在bug，尤其是当建筑不在同一平面上时）"
IgorZ.Automation.CancelTool.Title,"取消自动化",-
IgorZ.Automation.CancelTool.Description,"清除建筑上的所有自动化规则。",-
IgorZ.Automation.PauseTool.Title,"关闭建筑",-
IgorZ.Automation.PauseTool.Description,"关闭建筑或停止建造建筑。",-
IgorZ.Automation.ResumeTool.Title,"启用建筑",-
IgorZ.Automation.ResumeTool.Description,"启用建筑或开始建造建筑。",-
IgorZ.Automation.DummyTitle,"优先确保路径畅通",-
IgorZ.Automation.DummyDescirption,"该规则适用于炸弹。如果炸弹建造完成并引爆后会阻碍海狸前往其他待建造炸弹，则在建造完成前停止建造，直到被阻碍的炸弹建造完成并引爆。",-
TimberDev_Utils.Tools.LockSelectTool.SelectingObject,"已选取 : {0}",-
TimberDev_Utils.Tools.LockSelectTool.SelectingNObjects,"已选取 : {0} (x{1})",-
TimberDev_Utils.Tools.LockSelectTool.StartSelectingPrompt,"指向一个建筑并单击以选取其同类建筑",-
TimberDev_Utils.Tools.LockSelectTool.StartObjectSelectingPrompt,"单击并拖动以选取 : {0}",-
TimberDev_Utils.Tools.LockSelectTool.DescriptionHint,"按住Shift可以只选取特定建筑。",-
IgorZ.Automation.AutomationFragment.RulesAreaCaptionTextLocKey,"自动化规则：",-
IgorZ.Automation.AutomationFragment.RuleTextLocKey,"如果{0}，则{1}",-
IgorZ.Automation.DetonateDynamiteAction.Description,"<SolidHighlight>引爆炸弹</SolidHighlight>",-
IgorZ.Automation.DetonateDynamiteAction.RepeatCountInfo,"并放置新的炸弹，建造完成后再次引爆，<GreenHighlight>重复{0}次</GreenHighlight>",-
IgorZ.Automation.DroughtEndedCondition.Description,"<SolidHighlight>干旱期结束</SolidHighlight>",-
IgorZ.Automation.DroughtStartedCondition.Description,"<SolidHighlight>干旱期开始</SolidHighlight>",-
IgorZ.Automation.MarkForEmptyingAction.Description,"<SolidHighlight>清理产物库存</SolidHighlight>",-
IgorZ.Automation.ObjectFinishedCondition.Description,"<SolidHighlight>建造完成</SolidHighlight>",-
IgorZ.Automation.OutputStockAboveThresholdCondition.Description,"<SolidHighlight>产物库存高于{0}%</SolidHighlight>",-
IgorZ.Automation.OutputStockBelowThresholdCondition.Description,"<SolidHighlight>产物库存低于{0}%</SolidHighlight>",-
IgorZ.Automation.PauseAction.Description,"<SolidHighlight>关闭或停止建造</SolidHighlight>",-
IgorZ.Automation.SetFloodgateHeightAction.Description,"<SolidHighlight>将高度设置为{0}</SolidHighlight>",-
IgorZ.Automation.UnmarkForEmptyingAction.Description,"<SolidHighlight>停止清理产物库存</SolidHighlight>",-
IgorZ.Automation.UnpauseAction.Description,"<SolidHighlight>启用或开始建造</SolidHighlight>",-
IgorZ.Automation.WaterRegulatorStateActionClose.Description,"<SolidHighlight>关闭恶水圆顶/排放</SolidHighlight>",-
IgorZ.Automation.WaterRegulatorStateActionOpen.Description,"<SolidHighlight>打开恶水圆顶/排放</SolidHighlight>",-
IgorZ.Automation.BadtideEndedCondition.Description,"<SolidHighlight>恶水潮结束</SolidHighlight>",-
IgorZ.Automation.BadtideStartedCondition.Description,"<SolidHighlight>恶水潮开始</SolidHighlight>",-
IgorZ.Automation.BeaverPopulationBelowThresholdCondition.Description,"<SolidHighlight>该地区的海狸数量少于{0}</SolidHighlight>",-
IgorZ.Automation.BeaverPopulationAboveThresholdCondition.Description,"<SolidHighlight>该地区的海狸数量多于{0}</SolidHighlight>",-
IgorZ.Automation.BotPopulationBelowThresholdCondition.Description,"<SolidHighlight>该地区的机关人数量少于{0}</SolidHighlight>",-
IgorZ.Automation.BotPopulationAboveThresholdCondition.Description,"<SolidHighlight>该地区的机关人数量多于{0}</SolidHighlight>",-
IgorZ.Automation.PopulationRelativeToMaxArg,"人口上限{0}",当未连接的建筑具有RelativeTo=MaxLevel条件时显示的文本
IgorZ.Automation.PopulationRelativeToCurrentArg,"当前人口{0}",当未连接的建筑具有RelativeTo=CurrentLevel条件时显示的文本
IgorZ.Automation.CheckAccessBlockCondition.Blocking.Description,"<SolidHighlight>会堵塞路径</SolidHighlight>",-
IgorZ.Automation.CheckAccessBlockCondition.NotBlocking.Description,"<SolidHighlight>不会堵塞路径</SolidHighlight>",-
IgorZ.Automation.CheckAccessBlockCondition.NotYetReachable,"建筑被堵塞了，建筑工暂时无法到达",-
IgorZ.Automation.CheckAccessBlockCondition.UnreachableStatus,"建筑被堵塞了，建筑工无法到达",-
IgorZ.Automation.CheckAccessBlockCondition.UnreachableAlert,"建筑被堵塞",-
IgorZ.Automation.ShowStatusAction.HoldConstruction,"<SolidHighlight>暂停建造</SolidHighlight>",-
IgorZ.Automation.ShowStatusAction.ResumeConstruction,"<SolidHighlight>恢复建造</SolidHighlight>",-
IgorZ.Automation.ShowStatusAction.HoldCompletionStatusText,"等待其他建筑建造完成",-
IgorZ.Automation.BlockableBuildingAction.BlockDescription,"<SolidHighlight>会堵塞其他建筑</SolidHighlight>",-
IgorZ.Automation.BlockableBuildingAction.UnblockDescription,"<SolidHighlight>不会堵塞其他建筑</SolidHighlight>",-
IgorZ.Automation.BlockableBuildingAction.BlockText,"等待其他建筑建造完成",-

#3331500753_Ferris_Wheel_2.0.1
Tobbert.FerrisWheel.DisplayName,"摩天轮",-
Tobbert.FerrisWheel.Description,"适合各个年龄段的海狸游玩。",-
Tobbert.FerrisWheel.FlavorDiscription,"“比跑轮子好玩多啦！”——海狸宝宝",-
Tobbert.FerrisWheelNeed.DisplaynameLocKey,"摩天轮",-

#3334584916_Cutter_Tool_0.0.1.3
Cordial.CutterTool.DisplayName,"自定义标记树木砍伐区域",-
Cordial.CutterTool.Description,"使用此工具来自定义标记要砍伐树木的区域。",-
Cordial.CutterTool.CutterToolPanel.Title,"自定义砍伐设置",-
Cordial.CutterTool.CutterToolPanel.Description,"对砍伐区域和砍伐树木种类进行设置。",-
Cordial.CutterTool.CutterToolPanel.AreaConfig.Pattern01,"区域-全部",-
Cordial.CutterTool.CutterToolPanel.AreaConfig.Pattern02,"区域-棋盘状",-
Cordial.CutterTool.CutterToolPanel.AreaConfig.Pattern03,"区域-X轴",-
Cordial.CutterTool.CutterToolPanel.AreaConfig.Pattern04,"区域-Y轴",-
Cordial.CutterTool.CutterToolPanel.TreeConfig.TreeAll,"所有树木种类",-
Cordial.CutterTool.CutterToolPanel.TreeConfig.TreeMark,"仅标记有树木区域",-

#3335372517_More_Paths_3.0.3
Tobbert.BrickPath.DisplayName,"砖块道路",-
Tobbert.BrickPath.Description,"不同材质的道路，看起来是用砖块铺成的。",-
Tobbert.BrickPath.FlavorDescription,"天气炎热的时候不要在上面走。",-
Tobbert.FrogPath.DisplayName,"青蛙图案道路",-
Tobbert.FrogPath.Description,"不同材质的道路，看起来是用青蛙图案铺成的。",-
Tobbert.FrogPath.FlavorDescription,"左一跳，右一跳，就像青蛙蹦蹦跳。",-
Tobbert.Gravel1Path.DisplayName,"细石道路",-
Tobbert.Gravel1Path.Description,"不同材质的道路，看起来是用小块砾石铺成的。",-
Tobbert.Gravel1Path.FlavorDescription,"希望不会划伤脚底。",-
Tobbert.Gravel2Path.DisplayName,"粗石道路",-
Tobbert.Gravel2Path.Description,"不同材质的道路，看起来是用大块砾石铺成的。",-
Tobbert.Gravel2Path.FlavorDescription,"希望不会划伤脚底。",-
Tobbert.StonePath.DisplayName,"石块道路",-
Tobbert.StonePath.Description,"不同材质的道路，看起来是用石板铺成的。",-
Tobbert.StonePath.FlavorDescription,"天气炎热的时候不要在上面走。",-
Tobbert.MetalPath.DisplayName,"金属道路",-
Tobbert.MetalPath.Description,"不同材质的道路，看起来是用金属薄板铺成的。",-
Tobbert.MetalPath.FlavorDescription,"噢，感觉脚底有点冷。",-
Tobbert.WoodFolktails.DisplayName,"神尾木板道路",-
Tobbert.WoodFolktails.Description,"不同材质的道路，看起来是用神尾制作的木板铺成的。",-
Tobbert.WoodFolktails.FlavorDescription,"这是木板铺的，但没有涂上松脂。",-
Tobbert.WoodIronTeeth.DisplayName,"铁牙木板道路",-
Tobbert.WoodIronTeeth.Description,"不同材质的道路，看起来是用铁牙制作的木板铺成的。",-
Tobbert.WoodIronTeeth.FlavorDescription,"这是木板铺的，但没有涂上松脂。",-
Tobbert.PlasteredWoodPath.Folktails.DisplayName,"神尾树脂木板道路",-
Tobbert.PlasteredWoodPath.Folktails.Description,"不同材质的道路，看起来是用神尾制作的树脂木板铺成的。",-
Tobbert.PlasteredWoodPath.Folktails.FlavorDescription,"还是上了松脂的木板闻起来香。",-
Tobbert.PlasteredWoodPath.IronTeeth.DisplayName,"铁牙树脂木板道路",-
Tobbert.PlasteredWoodPath.IronTeeth.Description,"不同材质的道路，看起来是用铁牙制作的树脂木板铺成的。",-
Tobbert.PlasteredWoodPath.IronTeeth.FlavorDescription,"还是上了松脂的木板闻起来香。",-
Tobbert.CategoryPaths.DisplayName,"道路",Name of the Path Category
Tobbert.MorePaths.SettingsHeader,"道路设置",Header of the path settings
Tobbert.MorePaths.PathCornersEnabled,"填充道路拐角",-

#3336999108_Forest_Tool_0.0.1.3
Cordial.ForestTool.DisplayName,"自定义混合种植",-
Cordial.ForestTool.Description,"使用此工具来自定义混合种植树木与灌木。",-
Coridal.ForestTool.Requirement,"所需建筑 : {0}",{0} 表示 Building.Forester.DisplayName
Cordial.ForestTool.ForestToolPanel.Title,"自定义种植设置",-
Cordial.ForestTool.ForestToolPanel.Description,"对混合种植的树木与灌木的种类和区域进行设置",-
Cordial.ForestTool.ForestToolPanel.ToggleTreeAll,"所有树木与灌木种类",-
Cordial.ForestTool.ForestToolPanel.ToggleEmpty,"随机区域留空", 或者可以是“启用空地”之类的表达
Cordial.ForestTool.ForestToolError.Description,"需要解锁{0}才能种植树木与灌木。",{0} 表示 Building.Forester.DisplayName

#3337906807_TimberCommons_1.10.1
IgorZ.TimberCommons.WaterTower.Utilization,"灌溉效率：{0:0.#}%",-
IgorZ.TimberCommons.WaterTower.IrrigatedArea,"灌溉面积：{0}",-
IgorZ.TimberCommons.WaterTower.EffectiveRange,"灌溉半径：{0}",-
IgorZ.TimberCommons.WaterTower.NoTilesToIrrigate,"没有可灌溉的土地",-
IgorZ.TimberCommons.GrowthRateModifier.BoostPercentile,"生长加速：<GreenHighlight>🡅</GreenHighlight>{0:0.#}%","表示生长加速，这是一个好的效果。"
IgorZ.TimberCommons.GrowthRateModifier.SlowdownPercentile,"生长减缓：<RedHighlight>🡇</RedHighlight>{0:0.#}%","表示生长惩罚，这是一个不好的效果。"
IgorZ.TimberCommons.AdjustableWaterOutput.StopAboveDownstream,"出水口高于此深度时关闭：{0}",-
IgorZ.TimberCommons.InjuryProbability,"受伤概率：{0}/小时",-
IgorZ.TimberCommons.Settings.TimeAndDurationSection,"数字精度",-
IgorZ.TimberCommons.Settings.TimeAndDuration.DaysHoursSupplyLeft,"用天/小时表示供应持续时间",-
IgorZ.TimberCommons.Settings.TimeAndDuration.DaysHoursGrowingTime,"用天/小时表示生长时间",-
IgorZ.TimberCommons.Settings.TimeAndDuration.DaysHoursForRecipeDuration,"用天/小时表示配方持续时间",-
IgorZ.TimberCommons.Settings.TimeAndDuration.HigherPrecisionForFuelConsumingRecipes,"提高配方燃料消耗的数字精度",-
IgorZ.TimberCommons.Settings.IrrigationSystemSection,"灌溉塔",-
IgorZ.TimberCommons.Settings.IrrigationSystem.OverrideDesertLevelsForWaterTowers,"将被灌溉塔影响的土地显示成完全湿润的效果",-
IgorZ.TimberCommons.Settings.IrrigationSystem.OverrideDesertLevelsForWaterTowersTooltip,"完全湿润的效果为完整的绿色草地；与之相对，半湿润的效果为不完整的绿色草地。<br>默认情况下，被灌溉塔影响的土地会显示成半湿润的效果。",-
IgorZ.TimberCommons.Settings.WaterBuildingsSection,"水利建筑",-
IgorZ.TimberCommons.Settings.WaterBuildings.AdjustWaterDepthAtSpillwayOnMechanicalPumps,"可修改机械水泵出水口最高水位",-
IgorZ.TimberCommons.Settings.WaterBuildings.AdjustWaterDepthAtSpillwayOnFluidDumps,"可修改液体排放处出水口最高水位",-
IgorZ.TimberCommons.Settings.WaterBuildings.ShowCurrentStrengthInSluice,"显示水闸的水流速度",-
IgorZ.TimberCommons.Settings.InjuryProbabilitySection,"受伤概率",-
IgorZ.TimberCommons.Settings.InjuryProbability.ShowInFragment,"在建筑详情面板显示受伤概率",-
IgorZ.TimberCommons.Settings.InjuryProbability.ShowAvatarHint,"在建筑图标上显示指示器",-
IgorZ.TimberCommons.Settings.InjuryProbability.ShowAvatarHintTooltip,"将鼠标悬停在指示器上可以查看受伤概率",-
IgorZ.TimberCommons.Settings.DebugSection,"调试与故障排除",-
IgorZ.TimberCommons.Settings.Debug.VerboseLogging,"详细日志记录",-
IgorZ.TimberCommons.Settings.Debug.VerboseLoggingTooltip,"日志将包含更多有用的细节，但可能影响游戏性能。",-

#3341210959_Simple_Floodgate_Triggers_5.0.2
Floodgate.Triggers.EnableOnDroughtStarted,"干旱期开始时设定高度",-
Floodgate.Triggers.EnableOnDroughtEnded,"干旱期结束时设定高度",-
Floodgate.Schedule.Enable,"按照时刻表设定高度",-
Floodgate.Schedule.DisableOnDrought,"干旱期时禁用此设定",-
Floodgate.Schedule.DisableOnTemperate,"温和期时禁用此设定",-
Floodgate.Triggers.Time,"时刻",-
Floodgate.Triggers.Height,"高度",-
Floodgate.Triggers.Basic,"基本",-
Floodgate.Triggers.Timer,"定时",-
Floodgate.Triggers.Advanced,"进阶",-
Floodgate.Triggers.AttachToStreamGauge,"绑定水流计",-
Floodgate.Triggers.PickStreamGaugeTitle,"选择一个水流计",-
Floodgate.Triggers.PickStreamGaugeTip,"可以选择任何一个水流计。",-
Floodgates.Triggers.NoLinks,"未绑定水流计",-
Floodgates.Triggers.NoFloodgateLinks,"未与建筑绑定",-
Floodgates.Triggers.LinkedFloodgates,"绑定的建筑",-
Floodgates.Triggers.Threshold1,"水深下限值",-
Floodgates.Triggers.Threshold2,"水深上限值",-
Floodgates.Triggers.HeightWhenBelowThreshold1,"低于下限值时设定高度为",-
Floodgates.Triggers.HeightWhenAboveThreshold2,"高于上限值时设定高度为",-
Floodgate.Triggers.PauseOnDroughtStart,"干旱期开始时关闭",-
Floodgate.Triggers.UnpauseOnDroughtStart,"干旱期开始时启用",-
Floodgate.Triggers.UnpauseOnTemperateStart,"温和期开始时启用",-
Floodgate.Triggers.PauseOnTemperateStart,"温和期开始时关闭",-
Floodgates.WaterpumpTrigger.Threshold1,"关闭 <",-
Floodgates.WaterpumpTrigger.Threshold2,"关闭 >",-
Floodgates.WaterpumpTrigger.Threshold3,"启用 <",-
Floodgates.WaterpumpTrigger.Threshold4,"启用 >",-
Floodgates.WaterpumpTrigger.PauseStartTime,"关闭的时刻",-
Floodgates.WaterpumpTrigger.ResumeStartTime,"启用的时刻",-
Floodgates.WaterpumpTrigger.DisableDuringDrought,"干旱期时禁用此设定",-
Floodgates.WaterpumpTrigger.DisableDuringTemperate,"温和期时禁用此设定",-
Floodgate.Triggers.PauseOnSchedule,"按照时刻表关闭和启用",-
Floodgate.Triggers.EnableOnBadtideStarted,"恶水潮开始时设定高度",-
Floodgate.Triggers.EnableOnBadtideEnded,"恶水潮结束时设定高度",-
Floodgate.Schedule.DisableOnBadtide,"恶水潮时禁用此设定",-
Floodgates.WaterpumpTrigger.DisableDuringBadtide,"恶水潮时禁用此设定",-
Floodgate.Triggers.PauseOnBadtideStart,"恶水潮开始时关闭",-
Floodgate.Triggers.UnpauseOnBadtideStart,"恶水潮开始时启用",-
